MSA,LAT,LON,Provider,Market Size,Number of Companies,Market Share,Defend $,Product,Exclusion,Included_In_Ranking,Provider_Ratio,Benchmark,Competitor_Ratio,Provider_Opportunity_Rank,Overall_Opportunity_Rank,Opportunity_Score,Opportunity_Category,Firm ID,Total_Weight,Number_of_Occurrences,Weighted_Average_Score
TN-MS-AR-Memphis,35.010307,-89.820503,Bank of Bartlett,1243484532,660,0.013,0,Deposits,False,True,0.0,0.059819579,0.0,8.0,239.0,inf,Good,,,,
TN-MS-AR-Memphis,35.010307,-89.820503,Cadence Bank,1243484532,660,0.148,0,Deposits,False,True,0.0,0.059819579,0.0,2.0,10.0,inf,Excellent,4551.0,28.22,4.0,5.0
TN-MS-AR-Memphis,35.010307,-89.820503,Fidelity International,1243484532,660,0.035,0,Deposits,True,False,,,,,,,,1265.0,15.74,2.0,5.0
TN-MS-AR-Memphis,35.010307,-89.820503,First Bank (TN),1243484532,660,0.028,0,Deposits,False,True,0.0,0.059819579,0.0,6.0,136.0,inf,Excellent,1289.0,17.4,2.0,4.482758620689656
TN-MS-AR-Memphis,35.010307,-89.820503,First Horizon,1243484532,660,0.289,66425556,Deposits,False,True,0.184840429,0.059819579,3.089965398,9.0,584.0,0.323628219,Poor,1360.0,117.34,14.0,4.280637463780467
TN-MS-AR-Memphis,35.010307,-89.820503,INSOUTH Bank,1243484532,660,0.006,0,Deposits,True,False,,,,,,,,1701.0,8.4,1.0,4.0
TN-MS-AR-Memphis,35.010307,-89.820503,PNC Bank,1243484532,660,0.016,0,Deposits,True,False,,,,,,,,2444.0,33.35,7.0,4.748125937031484
TN-MS-AR-Memphis,35.010307,-89.820503,Pinnacle Financial,1243484532,660,0.153,0,Deposits,False,True,0.0,0.059819579,0.0,1.0,9.0,inf,Excellent,4694.0,75.63,9.0,4.423112521486184
TN-MS-AR-Memphis,35.010307,-89.820503,Regions Bank,1243484532,660,0.123,0,Deposits,False,True,0.0,0.059819579,0.0,3.0,18.0,inf,Excellent,2665.0,48.120000000000005,7.0,3.748753117206982
TN-MS-AR-Memphis,35.010307,-89.820503,Renasant Bank,1243484532,660,0.019,0,Deposits,False,True,0.0,0.059819579,0.0,7.0,185.0,inf,Good,4496.0,21.07,2.0,3.79734219269103
TN-MS-AR-Memphis,35.010307,-89.820503,Simmons First Bank,1243484532,660,0.079,0,Deposits,False,True,0.0,0.059819579,0.0,4.0,35.0,inf,Excellent,2847.0,38.14,4.0,3.4475616151022552
TN-MS-AR-Memphis,35.010307,-89.820503,Truist,1243484532,660,0.04,0,Deposits,True,False,,,,,,,,6590.0,34.2,6.0,4.245614035087718
TN-MS-AR-Memphis,35.010307,-89.820503,Trustmark,1243484532,660,0.041,0,Deposits,False,True,0.0,0.059819579,0.0,5.0,92.0,inf,Excellent,3128.0,16.8,2.0,4.499999999999999
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Ally Bank (formerly GMAC),245136651,1343,0.004,0,Credit_Cash_Management,True,False,,,,,,,,,,,
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Authorize.Net,245136651,1343,0.0,10259,Credit_Cash_Management,True,False,,,,,,,,6030.0,19.78,2.0,3.575328614762386
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Bank of America,245136651,1343,0.04,788711,Credit_Cash_Management,True,False,,,,,,,,4836.0,84.33,14.0,4.331673188663584
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Barclays,245136651,1343,0.005,1229347,Credit_Cash_Management,True,False,,,,,,,,,,,
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,CIBC,245136651,1343,0.04,0,Credit_Cash_Management,False,True,0.0,0.031625623,0.0,3.0,79.0,inf,Excellent,628.0,3.94,1.0,4.0
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Cadence Bank,245136651,1343,0.005,0,Credit_Cash_Management,False,True,0.0,0.031625623,0.0,9.0,311.0,inf,Good,,,,
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Capital One,245136651,1343,0.004,0,Credit_Cash_Management,True,False,,,,,,,,4859.0,16.28,5.0,4.3630221130221125
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Card Pointe,245136651,1343,0.0,0,Credit_Cash_Management,True,False,,,,,,,,,,,
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Citi,245136651,1343,0.016,0,Credit_Cash_Management,True,False,,,,,,,,804.0,39.0,12.0,4.595897435897436
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,"Citizens Bank (TN, VA)",245136651,1343,0.022,5459521,Credit_Cash_Management,False,True,1.012333506,0.031625623,32.00991531,15.0,716.0,0.03124032,Poor,811.0,17.77,5.0,3.568936409679235
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Comdata,245136651,1343,0.004,0,Credit_Cash_Management,True,False,,,,,,,,6033.0,17.4,2.0,3.9655172413793105
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,DLL,245136651,1343,0.004,0,Credit_Cash_Management,True,False,,,,,,,,6034.0,8.4,1.0,5.0
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Fifth Third Bank,245136651,1343,0.042,0,Credit_Cash_Management,False,True,0.0,0.031625623,0.0,2.0,73.0,inf,Excellent,1273.0,15.580000000000002,2.0,4.460847240051347
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,First Bank (TN),245136651,1343,0.041,171868,Credit_Cash_Management,False,True,0.017100268,0.031625623,0.54070929,13.0,536.0,1.849422634,Good,1289.0,14.57,3.0,4.999999999999999
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,First Citizens National Bank,245136651,1343,0.026,0,Credit_Cash_Management,False,True,0.0,0.031625623,0.0,5.0,121.0,inf,Excellent,,,,
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,First Farmers and Merchants National Bank,245136651,1343,0.0,0,Credit_Cash_Management,False,True,0.0,0.031625623,0.0,11.0,463.0,inf,Good,,,,
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,First Horizon,245136651,1343,0.036,0,Credit_Cash_Management,False,True,0.0,0.031625623,0.0,4.0,90.0,inf,Excellent,1360.0,51.49,7.0,4.722081957661682
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,JPMorgan,245136651,1343,0.026,2572569,Credit_Cash_Management,True,False,,,,,,,,1804.0,49.59,11.0,4.2081064730792495
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Morgan Stanley Dean Witter,245136651,1343,0.014,0,Credit_Cash_Management,True,False,,,,,,,,2227.0,9.0,1.0,5.0
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,PayPal,245136651,1343,0.0,10259,Credit_Cash_Management,True,False,,,,,,,,5894.0,26.69,4.0,3.370550768077932
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Pinnacle Financial,245136651,1343,0.457,0,Credit_Cash_Management,False,True,0.0,0.031625623,0.0,1.0,1.0,inf,Excellent,4694.0,198.5,22.0,4.845843828715365
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Regions Bank,245136651,1343,0.089,578443,Credit_Cash_Management,False,True,0.02651321,0.031625623,0.838345868,14.0,550.0,1.192825107,Good,2665.0,84.28,10.0,4.237778832463218
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Renasant Bank,245136651,1343,0.008,0,Credit_Cash_Management,False,True,0.0,0.031625623,0.0,8.0,264.0,inf,Good,4496.0,8.4,1.0,5.0
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Sage Payment Solutions,245136651,1343,0.001,0,Credit_Cash_Management,True,False,,,,,,,,6046.0,12.6,2.0,4.666666666666666
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,ServisFirst Bank,245136651,1343,0.0,0,Credit_Cash_Management,False,True,0.0,0.031625623,0.0,12.0,464.0,inf,Good,,,,
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Toyota Financial Services,245136651,1343,0.026,0,Credit_Cash_Management,True,False,,,,,,,,,,,
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Truist,245136651,1343,0.009,0,Credit_Cash_Management,True,False,,,,,,,,6590.0,56.44,9.0,3.4004252303330973
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,US Bank,245136651,1343,0.026,0,Credit_Cash_Management,True,False,,,,,,,,3141.0,63.91,16.0,4.475199499295885
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,United Community Bank,245136651,1343,0.005,0,Credit_Cash_Management,False,True,0.0,0.031625623,0.0,10.0,312.0,inf,Good,3193.0,9.0,1.0,5.0
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Wells Fargo,245136651,1343,0.013,0,Credit_Cash_Management,False,True,0.0,0.031625623,0.0,7.0,199.0,inf,Good,4839.0,53.13,11.0,4.153209109730849
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Wilson Bank & Trust,245136651,1343,0.017,0,Credit_Cash_Management,False,True,0.0,0.031625623,0.0,6.0,175.0,inf,Good,3329.0,9.0,1.0,5.0
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Worldpay,245136651,1343,0.0,0,Credit_Cash_Management,True,False,,,,,,,,6051.0,11.38,1.0,4.0
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Bank of America,2505216985,1343,0.098,57220021,Deposits,True,False,,,,,,,,4836.0,84.33,14.0,4.331673188663584
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,CIBC,2505216985,1343,0.016,0,Deposits,False,True,0.0,0.028323431,0.0,5.0,212.0,inf,Good,628.0,3.94,1.0,4.0
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Citi,2505216985,1343,0.003,0,Deposits,True,False,,,,,,,,804.0,39.0,12.0,4.595897435897436
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Fifth Third Bank,2505216985,1343,0.011,0,Deposits,False,True,0.0,0.028323431,0.0,8.0,253.0,inf,Good,1273.0,15.580000000000002,2.0,4.460847240051347
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,First Bank (TN),2505216985,1343,0.055,8209552,Deposits,False,True,0.059581498,0.028323431,2.103611607,11.0,557.0,0.475372924,Poor,1289.0,14.57,3.0,4.999999999999999
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,First Citizens National Bank,2505216985,1343,0.025,0,Deposits,False,True,0.0,0.028323431,0.0,3.0,146.0,inf,Excellent,,,,
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,First Farmers and Merchants National Bank,2505216985,1343,0.014,0,Deposits,False,True,0.0,0.028323431,0.0,7.0,227.0,inf,Good,,,,
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,First Horizon,2505216985,1343,0.038,0,Deposits,False,True,0.0,0.028323431,0.0,2.0,99.0,inf,Excellent,1360.0,51.49,7.0,4.722081957661682
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,JPMorgan,2505216985,1343,0.057,69423778,Deposits,True,False,,,,,,,,1804.0,49.59,11.0,4.2081064730792495
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Pinnacle Financial,2505216985,1343,0.507,0,Deposits,False,True,0.0,0.028323431,0.0,1.0,1.0,inf,Excellent,4694.0,198.5,22.0,4.845843828715365
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Regions Bank,2505216985,1343,0.069,46568743,Deposits,False,True,0.269401542,0.028323431,9.511613937,12.0,631.0,0.105134629,Poor,2665.0,84.28,10.0,4.237778832463218
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Renasant Bank,2505216985,1343,0.004,0,Deposits,False,True,0.0,0.028323431,0.0,9.0,367.0,inf,Good,4496.0,8.4,1.0,5.0
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Sage Payment Solutions,2505216985,1343,0.024,0,Deposits,True,False,,,,,,,,6046.0,12.6,2.0,4.666666666666666
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,ServisFirst Bank,2505216985,1343,0.0,0,Deposits,False,True,0.0,0.028323431,0.0,10.0,450.0,inf,Good,,,,
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Truist,2505216985,1343,0.027,0,Deposits,True,False,,,,,,,,6590.0,56.44,9.0,3.4004252303330973
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,US Bank,2505216985,1343,0.018,0,Deposits,True,False,,,,,,,,3141.0,63.91,16.0,4.475199499295885
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Wells Fargo,2505216985,1343,0.018,0,Deposits,False,True,0.0,0.028323431,0.0,4.0,194.0,inf,Good,4839.0,53.13,11.0,4.153209109730849
TN-Nashville-Davidson--Murfreesboro--Franklin,36.091577,-86.72298,Wilson Bank & Trust,2505216985,1343,0.015,0,Deposits,False,True,0.0,0.028323431,0.0,6.0,219.0,inf,Good,3329.0,9.0,1.0,5.0
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Amarillo National Bank,212732652,1316,0.008,0,Credit_Cash_Management,False,True,0.0,0.006521007,0.0,8.0,265.0,inf,Good,158.0,7.34,1.0,3.0
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,BMO,212732652,1316,0.004,0,Credit_Cash_Management,True,False,,,,,,,,,,,
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Bank of America,212732652,1316,0.055,251863,Credit_Cash_Management,True,False,,,,,,,,4836.0,162.39,18.0,3.980540673686803
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Broadway National Bank,212732652,1316,0.006,0,Credit_Cash_Management,False,True,0.0,0.006521007,0.0,11.0,293.0,inf,Good,584.0,29.36,2.0,5.000000000000001
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Comerica Bank,212732652,1316,0.019,0,Credit_Cash_Management,False,True,0.0,0.006521007,0.0,4.0,165.0,inf,Good,868.0,28.979999999999997,5.0,4.253278122843341
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,First Citizens Bank & Trust (NC/VA),212732652,1316,0.049,0,Credit_Cash_Management,False,True,0.0,0.006521007,0.0,3.0,60.0,inf,Excellent,1299.0,14.68,1.0,4.0
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,First National Bank (TX),212732652,1316,0.001,0,Credit_Cash_Management,False,True,0.0,0.006521007,0.0,17.0,431.0,inf,Good,,,,
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Frost Bank,212732652,1316,0.162,606220,Credit_Cash_Management,False,True,0.017590618,0.006521007,2.697530864,18.0,635.0,0.370709382,Poor,4940.0,169.7,16.0,4.479493223335298
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,"Independent Bank (CO,TX)",212732652,1316,0.007,0,Credit_Cash_Management,False,True,0.0,0.006521007,0.0,9.0,275.0,inf,Good,4941.0,29.36,2.0,5.000000000000001
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Int'l Bank of Commerce (TX),212732652,1316,0.004,0,Credit_Cash_Management,False,True,0.0,0.006521007,0.0,13.0,335.0,inf,Good,,,,
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,JPMorgan,212732652,1316,0.149,4865147,Credit_Cash_Management,True,False,,,,,,,,1804.0,225.89,20.0,4.384302093939528
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Morgan Stanley Dean Witter,212732652,1316,0.006,0,Credit_Cash_Management,True,False,,,,,,,,2227.0,5.89,1.0,4.0
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,PNC Bank,212732652,1316,0.128,0,Credit_Cash_Management,True,False,,,,,,,,2444.0,78.97,7.0,3.615423578574142
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,PlainsCapital Bank,212732652,1316,0.06,0,Credit_Cash_Management,False,True,0.0,0.006521007,0.0,2.0,43.0,inf,Excellent,2547.0,40.75,4.0,4.531042944785276
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Prosperity Bank,212732652,1316,0.01,0,Credit_Cash_Management,False,True,0.0,0.006521007,0.0,6.0,235.0,inf,Good,2581.0,26.46,3.0,4.77739984882842
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,RBC Capital Markets,212732652,1316,0.019,0,Credit_Cash_Management,True,False,,,,,,,,,,,
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Silicon Valley Bank,212732652,1316,0.015,3243196,Credit_Cash_Management,True,False,,,,,,,,,,,
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Southside Bank (TX),212732652,1316,0.012,0,Credit_Cash_Management,False,True,0.0,0.006521007,0.0,5.0,215.0,inf,Good,6855.0,9.87,1.0,5.0
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Sunflower Bank,212732652,1316,0.002,0,Credit_Cash_Management,False,True,0.0,0.006521007,0.0,14.0,389.0,inf,Good,7004.0,14.68,1.0,3.0
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Susser Bank,212732652,1316,0.007,0,Credit_Cash_Management,False,True,0.0,0.006521007,0.0,10.0,276.0,inf,Good,7005.0,14.68,1.0,5.000000000000001
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Texas Capital Bank,212732652,1316,0.07,0,Credit_Cash_Management,False,True,0.0,0.006521007,0.0,1.0,36.0,inf,Excellent,3055.0,70.64,8.0,4.479331823329558
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Texas Regional Bank,212732652,1316,0.006,0,Credit_Cash_Management,False,True,0.0,0.006521007,0.0,12.0,294.0,inf,Good,7006.0,14.68,1.0,5.000000000000001
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Third Coast Bank,212732652,1316,0.002,0,Credit_Cash_Management,False,True,0.0,0.006521007,0.0,15.0,390.0,inf,Good,,,,
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,US Bank,212732652,1316,0.005,0,Credit_Cash_Management,True,False,,,,,,,,3141.0,17.67,3.0,4.666666666666667
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Vanguard,212732652,1316,0.041,0,Credit_Cash_Management,True,False,,,,,,,,3218.0,26.45,2.0,5.0
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Veritex Community Bank,212732652,1316,0.002,0,Credit_Cash_Management,False,True,0.0,0.006521007,0.0,16.0,391.0,inf,Good,6352.0,5.89,1.0,4.0
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Wells Fargo,212732652,1316,0.091,4890545,Credit_Cash_Management,True,False,,,,,,,,4839.0,164.35,17.0,4.269120778825677
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Woodforest National Bank,212732652,1316,0.01,0,Credit_Cash_Management,False,True,0.0,0.006521007,0.0,7.0,236.0,inf,Good,3335.0,14.68,1.0,5.000000000000001
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Amarillo National Bank,2373245000,1315,0.004,0,Deposits,False,True,0.0,0.017975779,0.0,13.0,368.0,inf,Good,158.0,7.34,1.0,3.0
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,BMO,2373245000,1315,0.014,0,Deposits,True,False,,,,,,,,,,,
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Bank of America,2373245000,1315,0.073,7389897,Deposits,True,False,,,,,,,,4836.0,162.39,18.0,3.980540673686803
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Broadway National Bank,2373245000,1315,0.007,0,Deposits,False,True,0.0,0.017975779,0.0,9.0,311.0,inf,Good,584.0,29.36,2.0,5.000000000000001
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Comerica Bank,2373245000,1315,0.027,0,Deposits,False,True,0.0,0.017975779,0.0,5.0,141.0,inf,Excellent,868.0,28.979999999999997,5.0,4.253278122843341
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,First Citizens Bank & Trust (NC/VA),2373245000,1315,0.023,0,Deposits,False,True,0.0,0.017975779,0.0,6.0,160.0,inf,Excellent,1299.0,14.68,1.0,4.0
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,First National Bank (TX),2373245000,1315,0.009,0,Deposits,False,True,0.0,0.017975779,0.0,8.0,277.0,inf,Good,,,,
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Frost Bank,2373245000,1315,0.21,23890119,Deposits,False,True,0.04793541,0.017975779,2.666666667,14.0,572.0,0.375,Poor,4940.0,169.7,16.0,4.479493223335298
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,"Independent Bank (CO,TX)",2373245000,1315,0.006,0,Deposits,False,True,0.0,0.017975779,0.0,11.0,328.0,inf,Good,4941.0,29.36,2.0,5.000000000000001
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,JPMorgan,2373245000,1315,0.133,37092123,Deposits,True,False,,,,,,,,1804.0,225.89,20.0,4.384302093939528
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,PNC Bank,2373245000,1315,0.094,0,Deposits,True,False,,,,,,,,2444.0,78.97,7.0,3.615423578574142
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,PlainsCapital Bank,2373245000,1315,0.131,0,Deposits,False,True,0.0,0.017975779,0.0,1.0,14.0,inf,Excellent,2547.0,40.75,4.0,4.531042944785276
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Prosperity Bank,2373245000,1315,0.048,0,Deposits,False,True,0.0,0.017975779,0.0,2.0,72.0,inf,Excellent,2581.0,26.46,3.0,4.77739984882842
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Silicon Valley Bank,2373245000,1315,0.007,17507511,Deposits,True,False,,,,,,,,,,,
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Southside Bank (TX),2373245000,1315,0.031,0,Deposits,False,True,0.0,0.017975779,0.0,4.0,123.0,inf,Excellent,6855.0,9.87,1.0,5.0
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Susser Bank,2373245000,1315,0.006,0,Deposits,False,True,0.0,0.017975779,0.0,12.0,329.0,inf,Good,7005.0,14.68,1.0,5.000000000000001
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Texas Capital Bank,2373245000,1315,0.04,0,Deposits,False,True,0.0,0.017975779,0.0,3.0,93.0,inf,Excellent,3055.0,70.64,8.0,4.479331823329558
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Texas Regional Bank,2373245000,1315,0.007,0,Deposits,False,True,0.0,0.017975779,0.0,10.0,312.0,inf,Good,7006.0,14.68,1.0,5.000000000000001
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Wells Fargo,2373245000,1315,0.117,98050429,Deposits,True,False,,,,,,,,4839.0,164.35,17.0,4.269120778825677
TX-Austin-Round Rock-San Marcos,30.249744,-97.649842,Woodforest National Bank,2373245000,1315,0.011,0,Deposits,False,True,0.0,0.017975779,0.0,7.0,254.0,inf,Good,3335.0,14.68,1.0,5.000000000000001
TX-Dallas-Fort Worth-Arlington,32.849171,-96.970489,Ally Bank (formerly GMAC),919205057,4938,0.003,0,Credit_Cash_Management,True,False,,,,,,,,5221.0,32.849999999999994,3.0,3.605783866057839
TX-Dallas-Fort Worth-Arlington,32.849171,-96.970489,Amarillo National Bank,919205057,4938,0.028,229962,Credit_Cash_Management,False,True,0.008934817,0.111360501,0.080233265,24.0,502.0,12.4636583,Excellent,158.0,37.099999999999994,3.0,3.792452830188679
TX-Dallas-Fort Worth-Arlington,32.849171,-96.970489,American Express,919205057,4938,0.002,0,Credit_Cash_Management,True,False,,,,,,,,171.0,314.19,26.0,4.1546198160348835
TX-Dallas-Fort Worth-Arlington,32.849171,-96.970489,Ameris Bank,919205057,4938,0.004,0,Credit_Cash_Management,False,True,0.0,0.111360501,0.0,12.0,336.0,inf,Good,4504.0,11.2,1.0,5.0
TX-Dallas-Fort Worth-Arlington,32.849171,-96.970489,Arvest Bank,919205057,4938,0.0,0,Credit_Cash_Management,False,True,0.0,0.111360501,0.0,17.0,465.0,inf,Good,,,,
TX-Dallas-Fort Worth-Arlington,32.849171,-96.970489,Authorize.Net,919205057,4938,0.0,21538,Credit_Cash_Management,True,False,,,,,,,,6030.0,70.34,7.0,3.876172874609041
TX-Dallas-Fort Worth-Arlington,32.849171,-96.970489,BMO,919205057,4938,0.027,3924179,Credit_Cash_Management,True,False,,,,,,,,303.0,12.95,1.0,2.0
TX-Dallas-Fort Worth-Arlington,32.849171,-96.970489,BOK Financial,919205057,4938,0.038,2070158,Credit_Cash_Management,False,True,0.059266256,0.111360501,0.532201773,28.0,535.0,1.8789866,Good,430.0,126.94,10.0,4.50370253663148
TX-Dallas-Fort Worth-Arlington,32.849171,-96.970489,Bank of America,919205057,4938,0.097,9712662,Credit_Cash_Management,True,False,,,,,,,,4836.0,528.23,65.0,4.025064839179902
TX-Dallas-Fort Worth-Arlington,32.849171,-96.970489,Barclays,919205057,4938,0.018,16852399,Credit_Cash_Management,True,False,,,,,,,,,,,
TX-Dallas-Fort Worth-Arlington,32.849171,-96.970489,Cadence Bank,919205057,4938,0.007,0,Credit_Cash_Management,False,True,0.0,0.111360501,0.0,7.0,277.0,inf,Good,4551.0,42.7,4.0,4.565573770491803
TX-Dallas-Fort Worth-Arlington,32.849171,-96.970489,Capital City Bank (FL),919205057,4938,0.0,0,Credit_Cash_Management,False,True,0.0,0.111360501,0.0,18.0,466.0,inf,Good,698.0,11.2,1.0,4.0
TX-Dallas-Fort Worth-Arlington,32.849171,-96.970489,Capital One,919205057,4938,0.002,0,Credit_Cash_Management,True,False,,,,,,,,4859.0,83.45,12.0,4.295146794487717
TX-Dallas-Fort Worth-Arlington,32.849171,-96.970489,Card Pointe,919205057,4938,0.0,0,Credit_Cash_Management,True,False,,,,,,,,6854.0,19.49,2.0,4.287326834273986
TX-Dallas-Fort Worth-Arlington,32.849171,-96.970489,Cathay United Bank,919205057,4938,0.01,0,Credit_Cash_Management,True,False,,,,,,,,5244.0,6.95,1.0,5.0
TX-Dallas-Fort Worth-Arlington,32.849171,-96.970489,Citi,919205057,4938,0.001,0,Credit_Cash_Management,True,False,,,,,,,,804.0,180.39,21.0,4.480237263706415
TX-Dallas-Fort Worth-Arlington,32.849171,-96.970489,Clover,919205057,4938,0.0,0,Credit_Cash_Management,True,False,,,,,,,,6851.0,12.95,1.0,5.0
TX-Dallas-Fort Worth-Arlington,32.849171,-96.970489,Comerica Bank,919205057,4938,0.055,5085659,Credit_Cash_Management,False,True,0.100594015,0.111360501,0.903318631,30.0,554.0,1.107029088,Good,868.0,113.61,13.0,4.1147786286418455
TX-Dallas-Fort Worth-Arlington,32.849171,-96.970489,Commercebank (FL),919205057,4938,0.0,72905,Credit_Cash_Management,False,True,0.0,0.111360501,0.0,19.0,467.0,inf,Good,878.0,38.04,3.0,3.659568874868559
TX-Dallas-Fort Worth-Arlington,32.849171,-96.970489,Deutsche Bank,919205057,4938,0.002,1599695,Credit_Cash_Management,True,False,,,,,,,,1058.0,5.99,1.0,2.9999999999999996
TX-Dallas-Fort Worth-Arlington,32.849171,-96.970489,East-West Bank,919205057,4938,0.0,0,Credit_Cash_Management,False,True,0.0,0.111360501,0.0,20.0,468.0,inf,Good,1134.0,13.89,1.0,5.0
