MSA,LAT,LON,Provider,Market Size,Number of Companies,Market Share,Defend $,Product,Exclusion,Included_In_Ranking,Provider_Ratio,Benchmark,Competitor_Ratio,Provider_Opportunity_Rank,Overall_Opportunity_Rank,Opportunity_Score,Opportunity_Category,Firm ID,Total_Weight,Number_of_Occurrences,Weighted_Average_Score
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Centennial Bank,168698481,1083,0.001,0,Credit_Cash_Management,False,True,0.0,0.095612337,0.0,10.0,406.0,inf,Good,,,,
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Citi,168698481,1083,0.029,0,Credit_Cash_Management,True,False,,,,,,,,804.0,78.48,17.0,4.295361875637105
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Citizens Bank,168698481,1083,0.005,0,Credit_Cash_Management,False,True,0.0,0.095612337,0.0,7.0,306.0,inf,Good,4841.0,19.84,4.0,5.0
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,City National Bank of Florida,168698481,1083,0.003,0,Credit_Cash_Management,False,True,0.0,0.095612337,0.0,8.0,346.0,inf,Good,821.0,16.64,3.0,4.0
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Dell Inc.,168698481,1083,0.022,0,Credit_Cash_Management,True,False,,,,,,,,1046.0,8.32,1.0,5.0
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Fidelity International,168698481,1083,0.0,0,Credit_Cash_Management,True,False,,,,,,,,1265.0,11.38,2.0,5.0
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Fifth Third Bank,168698481,1083,0.017,0,Credit_Cash_Management,False,True,0.0,0.095612337,0.0,4.0,171.0,inf,Good,1273.0,20.8,3.0,4.2
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,First Horizon,168698481,1083,0.001,0,Credit_Cash_Management,False,True,0.0,0.095612337,0.0,11.0,407.0,inf,Good,,,,
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Ford Motor,168698481,1083,0.006,0,Credit_Cash_Management,True,False,,,,,,,,1384.0,8.59,1.0,5.0
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,HSBC,168698481,1083,0.012,0,Credit_Cash_Management,True,False,,,,,,,,1570.0,5.99,1.0,4.0
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Intuit GoPayment,168698481,1083,0.0,0,Credit_Cash_Management,True,False,,,,,,,,5877.0,5.58,1.0,5.0
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,JPMorgan,168698481,1083,0.101,0,Credit_Cash_Management,True,False,,,,,,,,1804.0,109.18,23.0,4.554039201318923
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,PNC Bank,168698481,1083,0.045,0,Credit_Cash_Management,True,False,,,,,,,,2444.0,44.52,8.0,4.137466307277628
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,PayPal,168698481,1083,0.0,0,Credit_Cash_Management,True,False,,,,,,,,5894.0,62.760000000000005,10.0,4.162523900573613
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Raymond James,168698481,1083,0.071,0,Credit_Cash_Management,True,False,,,,,,,,2654.0,14.58,2.0,4.589163237311385
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Regions Bank,168698481,1083,0.038,0,Credit_Cash_Management,False,True,0.0,0.095612337,0.0,2.0,84.0,inf,Excellent,2665.0,49.55,7.0,4.322906155398587
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Seacoast Bank,168698481,1083,0.017,1423275,Credit_Cash_Management,False,True,0.496282233,0.095612337,5.190566917,15.0,676.0,0.192657183,Poor,6342.0,50.73,6.0,4.338655627833629
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,SouthState,168698481,1083,0.089,0,Credit_Cash_Management,False,True,0.0,0.095612337,0.0,1.0,20.0,inf,Excellent,2879.0,39.67,5.0,4.635996975044114
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Synovus Financial,168698481,1083,0.012,0,Credit_Cash_Management,False,True,0.0,0.095612337,0.0,5.0,205.0,inf,Good,3007.0,16.64,2.0,4.0
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,TD Bank,168698481,1083,0.042,3631342,Credit_Cash_Management,True,False,,,,,,,,3021.0,64.47,11.0,4.502093997208004
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Truist,168698481,1083,0.119,1493570,Credit_Cash_Management,True,False,,,,,,,,6590.0,72.85,10.0,4.203431708991078
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,US Bank,168698481,1083,0.006,0,Credit_Cash_Management,True,False,,,,,,,,3141.0,37.15,9.0,4.774697173620457
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,United Community Bank,168698481,1083,0.007,0,Credit_Cash_Management,False,True,0.0,0.095612337,0.0,6.0,270.0,inf,Good,,,,
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Valley National Bank,168698481,1083,0.019,174538,Credit_Cash_Management,False,True,0.054453428,0.095612337,0.569523028,13.0,540.0,1.755855252,Fair,3214.0,16.91,2.0,4.492016558249557
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Wells Fargo,168698481,1083,0.089,139913,Credit_Cash_Management,False,True,0.009318733,0.095612337,0.097463714,12.0,505.0,10.26022874,Excellent,4839.0,177.33,33.0,4.318671403597812
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Ameris Bank,1831179315,1082,0.008,0,Deposits,False,True,0.0,0.084351406,0.0,10.0,292.0,inf,Good,,,,
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,BMO,1831179315,1082,0.016,29259913,Deposits,True,False,,,,,,,,303.0,6.12,1.0,3.0
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Bank of America,1831179315,1082,0.131,14452687,Deposits,True,False,,,,,,,,4836.0,189.57,36.0,4.478029224033339
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,BankUnited,1831179315,1082,0.069,71394215,Deposits,False,True,0.565045028,0.084351406,6.698703155,14.0,616.0,0.149282626,Poor,448.0,26.65,4.0,4.36547842401501
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Cadence Bank,1831179315,1082,0.01,0,Deposits,False,True,0.0,0.084351406,0.0,6.0,260.0,inf,Good,4551.0,8.59,1.0,5.0
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Centennial Bank,1831179315,1082,0.003,0,Deposits,False,True,0.0,0.084351406,0.0,11.0,389.0,inf,Good,,,,
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Citizens Bank,1831179315,1082,0.01,0,Deposits,False,True,0.0,0.084351406,0.0,7.0,261.0,inf,Good,4841.0,19.84,4.0,5.0
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Fidelity International,1831179315,1082,0.005,0,Deposits,True,False,,,,,,,,1265.0,11.38,2.0,5.0
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Fifth Third Bank,1831179315,1082,0.048,0,Deposits,False,True,0.0,0.084351406,0.0,3.0,70.0,inf,Excellent,1273.0,20.8,3.0,4.2
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,First Horizon,1831179315,1082,0.01,0,Deposits,False,True,0.0,0.084351406,0.0,8.0,262.0,inf,Good,,,,
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,HSBC,1831179315,1082,0.011,0,Deposits,True,False,,,,,,,,1570.0,5.99,1.0,4.0
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,JPMorgan,1831179315,1082,0.065,0,Deposits,True,False,,,,,,,,1804.0,109.18,23.0,4.554039201318923
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,PNC Bank,1831179315,1082,0.026,0,Deposits,True,False,,,,,,,,2444.0,44.52,8.0,4.137466307277628
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Regions Bank,1831179315,1082,0.081,0,Deposits,False,True,0.0,0.084351406,0.0,2.0,33.0,inf,Excellent,2665.0,49.55,7.0,4.322906155398587
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Seacoast Bank,1831179315,1082,0.032,0,Deposits,False,True,0.0,0.084351406,0.0,4.0,116.0,inf,Excellent,6342.0,50.73,6.0,4.338655627833629
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,SouthState,1831179315,1082,0.097,0,Deposits,False,True,0.0,0.084351406,0.0,1.0,27.0,inf,Excellent,2879.0,39.67,5.0,4.635996975044114
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Synovus Financial,1831179315,1082,0.009,0,Deposits,False,True,0.0,0.084351406,0.0,9.0,283.0,inf,Good,3007.0,16.64,2.0,4.0
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,TD Bank,1831179315,1082,0.023,0,Deposits,True,False,,,,,,,,3021.0,64.47,11.0,4.502093997208004
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Truist,1831179315,1082,0.142,11602066,Deposits,True,False,,,,,,,,6590.0,72.85,10.0,4.203431708991078
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,United Community Bank,1831179315,1082,0.018,0,Deposits,False,True,0.0,0.084351406,0.0,5.0,191.0,inf,Good,,,,
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Valley National Bank,1831179315,1082,0.028,8861972,Deposits,False,True,0.17283889,0.084351406,2.049033898,13.0,553.0,0.488034874,Poor,3214.0,16.91,2.0,4.492016558249557
FL-Orlando-Kissimmee-Sanford,28.434398,-81.35606,Wells Fargo,1831179315,1082,0.152,8559779,Deposits,False,True,0.030753043,0.084351406,0.364582455,12.0,468.0,2.742863751,Excellent,4839.0,177.33,33.0,4.318671403597812
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Ally Bank (formerly GMAC),224824673,1401,0.027,740800,Credit_Cash_Management,True,False,,,,,,,,5221.0,20.94,3.0,4.7946513849092645
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,American Express,224824673,1401,0.004,0,Credit_Cash_Management,True,False,,,,,,,,171.0,98.97,13.0,4.71365060119228
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Authorize.Net,224824673,1401,0.0,0,Credit_Cash_Management,True,False,,,,,,,,6030.0,23.03,3.0,4.277464177160226
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,BMO,224824673,1401,0.012,0,Credit_Cash_Management,True,False,,,,,,,,303.0,8.32,1.0,4.0
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Bank of America,224824673,1401,0.066,1657017,Credit_Cash_Management,True,False,,,,,,,,4836.0,135.68,26.0,4.47435141509434
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Bank of New York Mellon,224824673,1401,0.0,0,Credit_Cash_Management,False,True,0.0,0.05946563,0.0,13.0,445.0,inf,Good,,,,
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Bank of the Ozarks,224824673,1401,0.002,0,Credit_Cash_Management,False,True,0.0,0.05946563,0.0,11.0,368.0,inf,Good,443.0,8.59,1.0,4.0
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Cadence Bank,224824673,1401,0.012,0,Credit_Cash_Management,False,True,0.0,0.05946563,0.0,6.0,206.0,inf,Good,4551.0,8.59,1.0,5.0
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Capital One,224824673,1401,0.009,0,Credit_Cash_Management,True,False,,,,,,,,4859.0,24.27,4.0,4.468891635764319
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Caterpillar Inc.,224824673,1401,0.016,0,Credit_Cash_Management,True,False,,,,,,,,727.0,6.12,1.0,5.0
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Centennial Bank,224824673,1401,0.022,0,Credit_Cash_Management,False,True,0.0,0.05946563,0.0,5.0,141.0,inf,Excellent,,,,
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Citi,224824673,1401,0.001,0,Credit_Cash_Management,True,False,,,,,,,,804.0,39.96,9.0,4.392642642642643
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,CoBank,224824673,1401,0.012,0,Credit_Cash_Management,False,True,0.0,0.05946563,0.0,7.0,207.0,inf,Good,,,,
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Deere & Co.,224824673,1401,0.002,0,Credit_Cash_Management,True,False,,,,,,,,1041.0,14.44,2.0,5.0
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Divvy,224824673,1401,0.004,0,Credit_Cash_Management,True,False,,,,,,,,,,,
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Fidelity International,224824673,1401,0.016,0,Credit_Cash_Management,True,False,,,,,,,,1265.0,3.06,1.0,5.0
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Fifth Third Bank,224824673,1401,0.046,3626201,Credit_Cash_Management,False,True,0.350630807,0.05946563,5.89636076,15.0,683.0,0.169596136,Poor,1273.0,33.18,5.0,4.815551537070524
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,First Horizon,224824673,1401,0.005,0,Credit_Cash_Management,False,True,0.0,0.05946563,0.0,10.0,307.0,inf,Good,1360.0,5.58,1.0,5.0
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Flagstar,224824673,1401,0.004,805471,Credit_Cash_Management,False,True,0.895665708,0.05946563,15.06190566,17.0,710.0,0.066392661,Poor,,,,
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Ford Motor,224824673,1401,0.008,740800,Credit_Cash_Management,True,False,,,,,,,,,,,
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,GreatAmerica Financial Services,224824673,1401,0.0,0,Credit_Cash_Management,False,True,0.0,0.05946563,0.0,14.0,446.0,inf,Good,,,,
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Hancock Whitney,224824673,1401,0.031,0,Credit_Cash_Management,False,True,0.0,0.05946563,0.0,4.0,103.0,inf,Excellent,1583.0,5.58,1.0,5.0
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Intuit GoPayment,224824673,1401,0.0,0,Credit_Cash_Management,True,False,,,,,,,,5877.0,14.71,2.0,5.000000000000001
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,JPMorgan,224824673,1401,0.074,462607,Credit_Cash_Management,True,False,,,,,,,,1804.0,149.1,27.0,4.385446009389671
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Northern Trust Bank,224824673,1401,0.004,0,Credit_Cash_Management,True,False,,,,,,,,,,,
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,PNC Bank,224824673,1401,0.09,0,Credit_Cash_Management,True,False,,,,,,,,2444.0,57.870000000000005,9.0,4.784344219803007
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,PayPal,224824673,1401,0.0,616,Credit_Cash_Management,True,False,,,,,,,,5894.0,55.31,9.0,3.8446935454709816
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Paychex Inc.,224824673,1401,0.001,0,Credit_Cash_Management,True,False,,,,,,,,2486.0,7.220000000000001,2.0,5.0
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Regions Bank,224824673,1401,0.037,0,Credit_Cash_Management,False,True,0.0,0.05946563,0.0,3.0,87.0,inf,Excellent,,,,
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Seacoast Bank,224824673,1401,0.012,0,Credit_Cash_Management,False,True,0.0,0.05946563,0.0,8.0,208.0,inf,Good,,,,
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,SouthState,224824673,1401,0.001,0,Credit_Cash_Management,False,True,0.0,0.05946563,0.0,12.0,408.0,inf,Good,2879.0,8.59,1.0,4.0
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Suncoast Schools Federal Credit Union,224824673,1401,0.006,1415944,Credit_Cash_Management,True,False,,,,,,,,,,,
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Synovus Financial,224824673,1401,0.009,0,Credit_Cash_Management,False,True,0.0,0.05946563,0.0,9.0,245.0,inf,Good,3007.0,6.12,1.0,5.0
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,TD Bank,224824673,1401,0.005,0,Credit_Cash_Management,True,False,,,,,,,,3021.0,25.15,6.0,4.496222664015905
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,The Bank of Tampa,224824673,1401,0.087,0,Credit_Cash_Management,False,True,0.0,0.05946563,0.0,2.0,25.0,inf,Excellent,3066.0,25.5,3.0,5.0
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Truist,224824673,1401,0.089,1606633,Credit_Cash_Management,True,False,,,,,,,,6590.0,66.05,9.0,4.273429220287661
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,US Bank,224824673,1401,0.038,0,Credit_Cash_Management,True,False,,,,,,,,3141.0,30.05,7.0,4.80765391014975
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Valley National Bank,224824673,1401,0.149,0,Credit_Cash_Management,False,True,0.0,0.05946563,0.0,1.0,8.0,inf,Excellent,3214.0,73.76,9.0,5.0
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Wells Fargo,224824673,1401,0.017,1531054,Credit_Cash_Management,False,True,0.400587706,0.05946563,6.736457788,16.0,688.0,0.148445968,Poor,4839.0,123.17,26.0,4.017536737842007
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Western Union Co.,224824673,1401,0.0,0,Credit_Cash_Management,True,False,,,,,,,,3914.0,8.32,1.0,5.0
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Worldpay,224824673,1401,0.0,0,Credit_Cash_Management,True,False,,,,,,,,,,,
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,BMO,2410278788,1401,0.008,0,Deposits,True,False,,,,,,,,303.0,8.32,1.0,4.0
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Bank of America,2410278788,1401,0.076,44975101,Deposits,True,False,,,,,,,,4836.0,135.68,26.0,4.47435141509434
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Bank of the Ozarks,2410278788,1401,0.013,0,Deposits,False,True,0.0,0.019376714,0.0,7.0,231.0,inf,Good,443.0,8.59,1.0,4.0
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Cadence Bank,2410278788,1401,0.019,0,Deposits,False,True,0.0,0.019376714,0.0,5.0,182.0,inf,Good,4551.0,8.59,1.0,5.0
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Centennial Bank,2410278788,1401,0.008,0,Deposits,False,True,0.0,0.019376714,0.0,8.0,293.0,inf,Good,,,,
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Fidelity International,2410278788,1401,0.006,0,Deposits,True,False,,,,,,,,1265.0,3.06,1.0,5.0
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Fifth Third Bank,2410278788,1401,0.071,17109777,Deposits,False,True,0.099981287,0.019376714,5.159868138,12.0,606.0,0.193803402,Poor,1273.0,33.18,5.0,4.815551537070524
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Hancock Whitney,2410278788,1401,0.038,0,Deposits,False,True,0.0,0.019376714,0.0,4.0,97.0,inf,Excellent,1583.0,5.58,1.0,5.0
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,JPMorgan,2410278788,1401,0.119,47685816,Deposits,True,False,,,,,,,,1804.0,149.1,27.0,4.385446009389671
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Northern Trust Bank,2410278788,1401,0.014,0,Deposits,True,False,,,,,,,,,,,
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,PNC Bank,2410278788,1401,0.072,0,Deposits,True,False,,,,,,,,2444.0,57.870000000000005,9.0,4.784344219803007
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Paychex Inc.,2410278788,1401,0.015,0,Deposits,True,False,,,,,,,,2486.0,7.220000000000001,2.0,5.0
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Regions Bank,2410278788,1401,0.046,0,Deposits,False,True,0.0,0.019376714,0.0,3.0,75.0,inf,Excellent,,,,
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Seacoast Bank,2410278788,1401,0.016,0,Deposits,False,True,0.0,0.019376714,0.0,6.0,207.0,inf,Good,,,,
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,SouthState,2410278788,1401,0.006,0,Deposits,False,True,0.0,0.019376714,0.0,10.0,320.0,inf,Good,2879.0,8.59,1.0,4.0
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Suncoast Schools Federal Credit Union,2410278788,1401,0.004,8527329,Deposits,True,False,,,,,,,,,,,
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Synovus Financial,2410278788,1401,0.007,0,Deposits,False,True,0.0,0.019376714,0.0,9.0,303.0,inf,Good,3007.0,6.12,1.0,5.0
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,The Bank of Tampa,2410278788,1401,0.103,0,Deposits,False,True,0.0,0.019376714,0.0,2.0,25.0,inf,Excellent,3066.0,25.5,3.0,5.0
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Truist,2410278788,1401,0.162,34527572,Deposits,True,False,,,,,,,,6590.0,66.05,9.0,4.273429220287661
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,US Bank,2410278788,1401,0.049,0,Deposits,True,False,,,,,,,,3141.0,30.05,7.0,4.80765391014975
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Valley National Bank,2410278788,1401,0.106,0,Deposits,False,True,0.0,0.019376714,0.0,1.0,24.0,inf,Excellent,3214.0,73.76,9.0,5.0
FL-Tampa-St. Petersburg-Clearwater,28.120541,-82.525188,Wells Fargo,2410278788,1401,0.018,3953403,Deposits,False,True,0.091123691,0.019376714,4.702742345,11.0,601.0,0.212641886,Poor,4839.0,123.17,26.0,4.017536737842007
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,American Express,627577535,3627,0.011,0,Credit_Cash_Management,True,False,,,,,,,,171.0,393.87,43.0,4.410262269276664
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,Ameris Bank,627577535,3627,0.031,2574472,Credit_Cash_Management,False,True,0.132330237,0.073601473,1.797929195,11.0,605.0,0.556195429,Fair,4504.0,96.4,12.0,4.08609958506224
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,BMO,627577535,3627,0.027,442318,Credit_Cash_Management,True,False,,,,,,,,303.0,28.4,5.0,3.629225352112676
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,Bank of America,627577535,3627,0.11,5859478,Credit_Cash_Management,True,False,,,,,,,,4836.0,373.27,62.0,4.217215420473115
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,Bank of the Ozarks,627577535,3627,0.01,0,Credit_Cash_Management,False,True,0.0,0.073601473,0.0,4.0,228.0,inf,Good,443.0,39.58,4.0,5.0
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,Cadence Bank,627577535,3627,0.009,730003,Credit_Cash_Management,False,True,0.129245296,0.073601473,1.75601508,10.0,602.0,0.569471192,Fair,4551.0,30.08,3.0,3.3843085106382973
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,Capital One,627577535,3627,0.006,0,Credit_Cash_Management,True,False,,,,,,,,4859.0,117.39,21.0,4.11823835079649
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,Caterpillar Inc.,627577535,3627,0.002,0,Credit_Cash_Management,True,False,,,,,,,,,,,
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,Citi,627577535,3627,0.025,0,Credit_Cash_Management,True,False,,,,,,,,804.0,71.25,19.0,4.662035087719299
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,DLL,627577535,3627,0.002,0,Credit_Cash_Management,True,False,,,,,,,,,,,
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,Enterprise Equipment Leasing,627577535,3627,0.004,0,Credit_Cash_Management,True,False,,,,,,,,6113.0,10.53,1.0,5.0
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,Fidelity International,627577535,3627,0.008,0,Credit_Cash_Management,True,False,,,,,,,,1265.0,32.47,4.0,4.609485679088389
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,Fifth Third Bank,627577535,3627,0.01,520924,Credit_Cash_Management,False,True,0.083005521,0.073601473,1.12776983,9.0,568.0,0.886705756,Fair,1273.0,43.57,5.0,4.304337847142529
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,First Horizon,627577535,3627,0.043,358950,Credit_Cash_Management,False,True,0.013301423,0.073601473,0.180722243,7.0,510.0,5.533353196,Excellent,1360.0,30.32,3.0,3.958113456464379
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,HSBC,627577535,3627,0.008,0,Credit_Cash_Management,True,False,,,,,,,,1570.0,21.7,5.0,3.874654377880185
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,Huntington National Bank,627577535,3627,0.003,0,Credit_Cash_Management,False,True,0.0,0.073601473,0.0,6.0,347.0,inf,Good,1676.0,13.89,2.0,4.666666666666666
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,Intuit GoPayment,627577535,3627,0.001,46295,Credit_Cash_Management,True,False,,,,,,,,5877.0,27.78,3.0,4.999999999999999
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,JPMorgan,627577535,3627,0.051,465190,Credit_Cash_Management,True,False,,,,,,,,1804.0,260.40999999999997,49.0,4.272838984678009
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,Northern Trust Bank,627577535,3627,0.019,0,Credit_Cash_Management,True,False,,,,,,,,2351.0,13.57,2.0,4.0
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,PNC Bank,627577535,3627,0.017,0,Credit_Cash_Management,True,False,,,,,,,,2444.0,123.07,22.0,4.342162996668563
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,Pinnacle Bank (GA),627577535,3627,0.01,0,Credit_Cash_Management,False,True,0.0,0.073601473,0.0,5.0,229.0,inf,Good,6700.0,23.78,4.0,4.999999999999999
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,Pinnacle Financial,627577535,3627,0.026,0,Credit_Cash_Management,False,True,0.0,0.073601473,0.0,2.0,117.0,inf,Excellent,4694.0,28.81,3.0,4.357167650121486
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,Regions Bank,627577535,3627,0.029,4652742,Credit_Cash_Management,False,True,0.255648697,0.073601473,3.473418226,12.0,654.0,0.287900833,Poor,2665.0,65.07,10.0,4.838174273858922
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,Renasant Bank,627577535,3627,0.021,0,Credit_Cash_Management,False,True,0.0,0.073601473,0.0,3.0,148.0,inf,Excellent,4496.0,40.849999999999994,4.0,4.515544675642595
GA-Atlanta-Sandy Springs-Roswell,33.732402,-84.392848,SouthState,627577535,3627,0.042,6980118,Credit_Cash_Management,False,True,0.264817136,0.073601473,3.597986916,13.0,655.0,0.277933195,Poor,2879.0,86.27,10.0,4.3719717167033725
